epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
18,0.865818202495575,0.9827322363853455,0.36335787177085876,0.9370909333229065,0.9960353374481201,0.19037799537181854
19,0.8640000224113464,0.9830944538116455,0.36032629013061523,0.9407272934913635,0.9965388178825378,0.1777912825345993
20,0.8530908823013306,0.9812954664230347,0.3771215081214905,0.5269091129302979,0.8318119049072266,1.4824838638305664
21,0.8560000061988831,0.979522168636322,0.3912736475467682,0.6647272706031799,0.8982855081558228,1.2396132946014404
22,0.8705454468727112,0.982463002204895,0.36142322421073914,0.7312727570533752,0.9349326491355896,0.7925552129745483
23,0.8723636269569397,0.9850974678993225,0.33265987038612366,0.6385454535484314,0.8739878535270691,1.4837284088134766
24,0.8745454549789429,0.9853813648223877,0.3304099142551422,0.6658181548118591,0.8765133023262024,1.5137238502502441
25,0.8872727155685425,0.9873406887054443,0.3029527962207794,0.6814545392990112,0.9079985618591309,1.0835819244384766
26,0.8967272639274597,0.9886983036994934,0.28435587882995605,0.8701817989349365,0.9857081174850464,0.3339134752750397
27,0.9039999842643738,0.9907024502754211,0.2610546052455902,0.701090931892395,0.8873133659362793,1.579817295074463
28,0.9141818284988403,0.9920117855072021,0.24038469791412354,0.6432726979255676,0.8718661069869995,1.5834060907363892
29,0.913454532623291,0.9915436506271362,0.23871637880802155,0.8058182001113892,0.9523522257804871,0.7500317692756653
0,0.235636368393898,0.5455613732337952,0.2914212644100189,0.22545453906059265,0.5781270861625671,0.2708016335964203
1,0.2672727406024933,0.5721880197525024,0.2801160216331482,0.25200000405311584,0.6287806630134583,0.2615351974964142
2,0.26654544472694397,0.5738532543182373,0.2778157889842987,0.4025454521179199,0.729007363319397,0.2532784640789032
3,0.28218182921409607,0.590744137763977,0.2783816158771515,0.3872727155685425,0.7313746213912964,0.2412409782409668
4,0.26363635063171387,0.571195125579834,0.2789826989173889,0.3505454659461975,0.743613600730896,0.2419518381357193
5,0.2938181757926941,0.6036457419395447,0.2749970257282257,0.33818182349205017,0.6659584641456604,0.24747216701507568
6,0.2807272672653198,0.6008801460266113,0.2739870846271515,0.3450908958911896,0.728164553642273,0.240047886967659
7,0.2759999930858612,0.5920202732086182,0.27382692694664,0.34909090399742126,0.7162621021270752,0.23959553241729736
8,0.29418182373046875,0.6080315113067627,0.2736720144748688,0.35127273201942444,0.6732665300369263,0.24161763489246368
9,0.30218181014060974,0.611242413520813,0.27265238761901855,0.3338181674480438,0.6705740094184875,0.23586295545101166
10,0.2938181757926941,0.6000972986221313,0.2719457149505615,0.3614545464515686,0.7051494717597961,0.24401593208312988
0,0.23309090733528137,0.5515691041946411,0.2919232249259949,0.1512727290391922,0.48541200160980225,0.2786532938480377
1,0.23709091544151306,0.5382462739944458,0.282415509223938,0.46399998664855957,0.6982086300849915,0.25882962346076965
2,0.2592727243900299,0.5644375085830688,0.2800225019454956,0.303636372089386,0.5667855739593506,0.26476192474365234
3,0.2836363613605499,0.5752872228622437,0.27986833453178406,0.2800000011920929,0.6386345624923706,0.25390368700027466
4,0.27963635325431824,0.5822755694389343,0.27653568983078003,0.29018181562423706,0.6611685156822205,0.24884937703609467
5,0.2749090790748596,0.5886791944503784,0.2747988700866699,0.328000009059906,0.6611539125442505,0.2492920458316803
6,0.3083636462688446,0.6080634593963623,0.27361536026000977,0.32872727513313293,0.696068525314331,0.24150450527668
7,0.30290907621383667,0.607637345790863,0.270882248878479,0.3261818289756775,0.6852636337280273,0.23900075256824493
8,0.2938181757926941,0.5951601266860962,0.27283862233161926,0.3596363663673401,0.7164080142974854,0.23226094245910645
9,0.29600000381469727,0.6013194918632507,0.27314993739128113,0.541454553604126,0.770775556564331,0.23395931720733643
10,0.29236364364624023,0.6046543121337891,0.27297675609588623,0.3625454604625702,0.7380147576332092,0.23248949646949768
11,0.3083636462688446,0.6301072835922241,0.26993528008461,0.3843636214733124,0.7483419179916382,0.23133262991905212
12,0.307272732257843,0.6220117211341858,0.26779377460479736,0.3887272775173187,0.7649650573730469,0.22081908583641052
13,0.3101818263530731,0.6391869187355042,0.26687103509902954,0.4185454547405243,0.7198842763900757,0.22764627635478973
14,0.3083636462688446,0.6315866708755493,0.26800113916397095,0.4127272665500641,0.737305760383606,0.22914011776447296
15,0.3170908987522125,0.636234700679779,0.26601406931877136,0.41309091448783875,0.7482007741928101,0.22589236497879028
16,0.32872727513313293,0.661799430847168,0.26291903853416443,0.40618181228637695,0.7373123168945312,0.23021648824214935
17,0.31272727251052856,0.6419334411621094,0.26586657762527466,0.4105454683303833,0.7472079992294312,0.22745747864246368
18,0.33527272939682007,0.663368284702301,0.26269108057022095,0.41200000047683716,0.7505886554718018,0.22599446773529053
19,0.32763636112213135,0.6508062481880188,0.26465466618537903,0.41600000858306885,0.7536188364028931,0.22492331266403198
20,0.3283636271953583,0.6615267992019653,0.26357772946357727,0.40109091997146606,0.7273527383804321,0.22658637166023254
21,0.3378181755542755,0.654694139957428,0.2643265426158905,0.37454545497894287,0.7200110554695129,0.2376064956188202
22,0.3319999873638153,0.6542346477508545,0.2652030289173126,0.40400001406669617,0.771869957447052,0.22560761868953705
23,0.34327271580696106,0.6617192029953003,0.26604029536247253,0.4381818175315857,0.7804797887802124,0.21978987753391266
24,0.34909090399742126,0.66275554895401,0.26451724767684937,0.4127272665500641,0.7623522877693176,0.2248448133468628
25,0.33454546332359314,0.6447804570198059,0.2659732401371002,0.41781818866729736,0.7508548498153687,0.2258741408586502
26,0.31381818652153015,0.6487084627151489,0.2660963535308838,0.39745455980300903,0.7412329912185669,0.23556441068649292
27,0.3356363773345947,0.6580685377120972,0.2649286985397339,0.41890910267829895,0.7488759756088257,0.2271036058664322
28,0.3341818153858185,0.6535646915435791,0.26331624388694763,0.3829090893268585,0.7240281105041504,0.2391115128993988
29,0.3389090895652771,0.6632593274116516,0.2640344798564911,0.4167272746562958,0.7557980418205261,0.22608119249343872
30,0.324363648891449,0.6671457886695862,0.2622874677181244,0.4196363687515259,0.7583460211753845,0.22119221091270447
31,0.34327271580696106,0.677954375743866,0.2594834566116333,0.4265454411506653,0.7651575803756714,0.22016756236553192
32,0.3450908958911896,0.6706526279449463,0.2609264552593231,0.42872726917266846,0.7671241760253906,0.21914905309677124
33,0.33854544162750244,0.6738803386688232,0.2595245838165283,0.4250909090042114,0.7636033296585083,0.22111104428768158
34,0.3476363718509674,0.6817320585250854,0.2607351243495941,0.41709092259407043,0.7583637833595276,0.22486330568790436
35,0.33636364340782166,0.6770905256271362,0.2602716088294983,0.42290908098220825,0.7608516216278076,0.22327566146850586
36,0.34218183159828186,0.6741750836372375,0.2585972249507904,0.422545462846756,0.7613240480422974,0.22293779253959656
37,0.3545454442501068,0.6927565336227417,0.25953012704849243,0.430545449256897,0.7690707445144653,0.22090916335582733
38,0.36000001430511475,0.6912063956260681,0.2565784752368927,0.42581817507743835,0.7698001861572266,0.22176915407180786
39,0.36109089851379395,0.6934149265289307,0.25658804178237915,0.4294545352458954,0.7728881239891052,0.21952758729457855
